u,v,key,osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,bridge,tunnel,width,junction
42442273,42442269,0,439842836,Spring Street,residential,25 mph,True,False,76.10099999999998,"LINESTRING (-74.000367 40.723795, -74.0003176 40.7237708, -73.9996773 40.7234565, -73.999609 40.723423)",,,,,,,
42442276,42454423,0,46332295,West Broadway,residential,25 mph,False,False,161.431,"LINESTRING (-74.001933 40.724552, -74.0018807 40.7246138, -74.0009331 40.7257316, -74.0008977 40.7257735)",2,,,,,,
42442276,42432142,0,46332295,West Broadway,residential,25 mph,False,True,162.631,"LINESTRING (-74.001933 40.724552, -74.001974 40.7245033, -74.0029081 40.723394, -74.0029712 40.7233191)",2,,,,,,
42442276,42433577,0,847998122,Spring Street,residential,25 mph,True,False,80.346,"LINESTRING (-74.001933 40.724552, -74.0018494 40.7245119, -74.0011934 40.7241978, -74.001127 40.724166)",1,,,,,,
42442286,42430102,0,466956278,Spring Street,residential,25 mph,True,False,98.283,"LINESTRING (-74.0057082 40.7256753, -74.0056454 40.7256694, -74.0046328 40.7255712, -74.0045513 40.7255633)",,,,,,,
42442286,42436567,0,"[1003466066, 1003466061]",Varick Street,primary,25 mph,True,False,73.043,"LINESTRING (-74.0057082 40.7256753, -74.0057195 40.7256054, -74.0058031 40.7250948, -74.0058148 40.7250234)",2,,,,,,
42442288,42440847,0,5672578,Renwick Street,residential,25 mph,True,False,182.247,"LINESTRING (-74.0083464 40.7259304, -74.0083597 40.7258538, -74.0086075 40.7244313, -74.0086182 40.7243936, -74.0086281 40.7243705, -74.0086387 40.7243518, -74.0086518 40.7243346, -74.0086711 40.7243158)",1,,,,,,
42442288,42436355,0,812936282,Spring Street,residential,25 mph,True,False,67.257,"LINESTRING (-74.0083464 40.7259304, -74.0076869 40.7258666, -74.0075547 40.7258538)",,,,,,,
42442291,42442294,0,5671028,Spring Street,residential,,False,True,82.491,"LINESTRING (-74.0099015 40.7260808, -74.0099931 40.7260898, -74.0107116 40.7261603, -74.0108723 40.7261761)",,,,,,,
42442291,42436088,0,46350707,Spring Street,residential,25 mph,True,False,68.79299999999999,"LINESTRING (-74.0099015 40.7260808, -74.0098071 40.7260716, -74.0091892 40.7260119, -74.0090917 40.7260025)",,,,,,,
42442291,42440850,0,"[194923789, 1202586279]",Washington Street,residential,25 mph,True,False,89.181,"LINESTRING (-74.0099015 40.7260808, -74.0099179 40.7259879, -74.0099716 40.7256834, -74.0100228 40.7253929, -74.01003 40.7253731, -74.0100408 40.7253536, -74.0100532 40.7253366, -74.0100739 40.7253162, -74.0100926 40.7253005)",1,,,,,,
42442294,42442291,0,5671028,Spring Street,residential,,False,False,82.491,"LINESTRING (-74.0108723 40.7261761, -74.0107116 40.7261603, -74.0099931 40.7260898, -74.0099015 40.7260808)",,,,,,,
42442294,42448570,0,"[420809441, 438370108]",West Street,trunk,30 mph,True,False,326.782,"LINESTRING (-74.0108723 40.7261761, -74.010784 40.7267742, -74.0107716 40.7268827, -74.0107609 40.7269928, -74.0106251 40.7283922, -74.0105566 40.7291048)","['4', '5']",NY 9A,,,,,
42442384,42436297,0,5671030,Overlook Terrace,tertiary,20 mph,False,False,126.99000000000001,"LINESTRING (-73.9363632 40.8538229, -73.9363655 40.8539501, -73.9363522 40.8540497, -73.9363282 40.8541541, -73.9363021 40.8542428, -73.9360631 40.8548672, -73.9360382 40.8549324)",,,,,,"35'0""",
42442384,42454240,0,"[164756917, 5671030]","['West 184th Street', 'Overlook Terrace']",tertiary,20 mph,False,True,210.617,"LINESTRING (-73.9363632 40.8538229, -73.9363707 40.8534801, -73.9363768 40.8534118, -73.9363859 40.8533542, -73.9363977 40.8533012, -73.9364017 40.8532831, -73.936524 40.8527713, -73.936534 40.8527296, -73.9365357 40.852703, -73.9365352 40.8526806, -73.936535 40.85267, -73.936532 40.8526461, -73.9365259 40.8526284, -73.9365097 40.8526054, -73.9364952 40.8525892, -73.936481 40.8525763, -73.9364635 40.8525668, -73.9358553 40.8523798, -73.9357985 40.8523623, -73.935716 40.852339)",,,,,,"35'0""",
42442384,42445689,0,5671353,West 186th Street,residential,20 mph,False,True,110.332,"LINESTRING (-73.9363632 40.8538229, -73.9362707 40.8538013, -73.9362062 40.8537863, -73.9357136 40.8536429, -73.9352171 40.8535027, -73.935133 40.853479)",,,,,,,
42442410,42442415,0,809013918,Amsterdam Avenue,primary,25 mph,True,False,80.624,"LINESTRING (-73.9853181 40.7735306, -73.9852623 40.7736045, -73.984914 40.7740817, -73.9848524 40.7741641)",3,,,,,,
42442415,42428590,0,"[489022194, 489022195, 176910406]",West 65th Street,secondary,25 mph,True,False,245.32900000000004,"LINESTRING (-73.9848524 40.7741641, -73.9847401 40.7741143, -73.9844237 40.773978, -73.9840594 40.7738196, -73.9840201 40.7738026, -73.9836797 40.7736596, -73.9835117 40.7735891, -73.9834219 40.7735509, -73.9825199 40.7731739, -73.9824483 40.7731435, -73.9823112 40.7730852)",2,,,,,,
42442415,42439464,0,"[1023818802, 808055022]",Amsterdam Avenue,primary,25 mph,True,False,80.897,"LINESTRING (-73.9848524 40.7741641, -73.9848079 40.7742265, -73.9846511 40.7744405, -73.9844357 40.7747361, -73.9843888 40.7748013)","['4', '3']",,,,,,
42442417,42428601,0,5672501,West 68th Street,residential,25 mph,True,False,117.69499999999998,"LINESTRING (-73.9834857 40.77604, -73.9833787 40.7759955, -73.9831193 40.7758883, -73.983058 40.7758631, -73.9830102 40.7758435, -73.9830001 40.7758393, -73.982853 40.7757787, -73.9823937 40.7755854, -73.9822622 40.7755283)",,,,,,,
42442417,1733614298,0,808055023,Amsterdam Avenue,primary,25 mph,True,False,77.797,"LINESTRING (-73.9834857 40.77604, -73.9834415 40.7760999, -73.9830829 40.7765899, -73.9830397 40.7766527)",3,,,,,,
42442422,42428610,0,5672998,West 70th Street,residential,25 mph,True,False,33.761,"LINESTRING (-73.9825693 40.7772886, -73.9824625 40.7772446, -73.9823264 40.7771872, -73.9822172 40.7771434)",1,,,,,,
42442422,9177424867,0,"[705223737, 1041021164]",Amsterdam Avenue,primary,,True,False,65.859,"LINESTRING (-73.9825693 40.7772886, -73.9825083 40.7773657, -73.9823934 40.7775253, -73.9822811 40.777685, -73.9821832 40.7778034)","['4', '3']",,,,,,
42442445,42443341,0,5672315,West 74th Street,residential,,True,False,269.83299999999997,"LINESTRING (-73.9806592 40.7799206, -73.9805549 40.779877, -73.9779594 40.7787904, -73.9778546 40.7787465)",,,,,,,
42442445,42442451,0,"[195743136, 895398381]",Amsterdam Avenue,primary,,True,False,80.634,"LINESTRING (-73.9806592 40.7799206, -73.9806212 40.7799791, -73.9803202 40.7804048, -73.980252 40.7805014, -73.98021 40.780561)","['4', '3']",,,,,,
42442451,1061531634,0,46334583,West 75th Street,secondary,,True,False,97.017,"LINESTRING (-73.98021 40.780561, -73.980303 40.7805992, -73.9803442 40.7806161, -73.9811098 40.780948, -73.9812112 40.7809928)",,,,,,,
42442451,42442459,0,895398382,Amsterdam Avenue,primary,,True,False,79.22500000000001,"LINESTRING (-73.98021 40.780561, -73.9801691 40.780617, -73.9797842 40.7811445, -73.9797549 40.7811846)",3,,,,,,
42442459,42443346,0,5671628,West 76th Street,residential,,True,False,273.605,"LINESTRING (-73.9797549 40.7811846, -73.9796396 40.7811364, -73.9770448 40.7800508, -73.9769106 40.7799947)",,,,,,,
42442459,42438862,0,"[895398382, 895398383]",Amsterdam Avenue,primary,,True,False,83.62400000000001,"LINESTRING (-73.9797549 40.7811846, -73.979704 40.7812541, -73.9793878 40.7816871, -73.9793219 40.7817779, -73.979274 40.7818426)","['4', '3']",,,,,,
42442463,42443347,0,"[1080864179, 5672389]",West 79th Street,secondary,25 mph,False,True,272.564,"LINESTRING (-73.9783277 40.7831527, -73.9782023 40.7831013, -73.9761686 40.7822414, -73.9756177 40.7820115, -73.9754991 40.7819606)",4,,,,,,
42442463,42421772,0,195743132,Amsterdam Avenue,primary,,True,False,86.181,"LINESTRING (-73.9783277 40.7831527, -73.9782584 40.7832469, -73.9778629 40.7837777, -73.9778254 40.783828)",3,,,,,,
42442463,1061531454,0,584971432,West 79th Street,secondary,25 mph,False,False,149.724,"LINESTRING (-73.9783277 40.7831527, -73.9784567 40.7832077, -73.9787638 40.7833371, -73.9797901 40.7837695, -73.9798812 40.783808)",4,,,,,,
42442469,11655721348,0,46613701,West 81st Street,residential,25 mph,True,False,149.487,"LINESTRING (-73.9773536 40.7844692, -73.9774897 40.7845269, -73.9788082 40.7850795, -73.9789064 40.7851211)",1,,,,,,
42442469,42433567,0,195743133,Amsterdam Avenue,primary,,True,False,80.432,"LINESTRING (-73.9773536 40.7844692, -73.9773109 40.7845276, -73.9769328 40.7850492, -73.9768937 40.7851032)",3,,,,,,
42442469,42443280,0,"[46334584, 420623118]",West 81st Street,secondary,25 mph,True,False,271.916,"LINESTRING (-73.9773536 40.7844692, -73.9772404 40.7844208, -73.9752785 40.7835942, -73.9751019 40.7835117, -73.9746503 40.783322, -73.9745499 40.7832589)","['2', '1']",,,,,,
42442475,1061531839,0,954503819,West 85th Street,residential,,True,False,143.482,"LINESTRING (-73.9755093 40.7870011, -73.9756066 40.7870421, -73.9756421 40.7870571, -73.9768786 40.7875802, -73.9769983 40.7876288)",,,,,,,
42442475,42442480,0,"[1025731515, 954503820]",Amsterdam Avenue,primary,,True,False,86.988,"LINESTRING (-73.9755093 40.7870011, -73.9754626 40.7870641, -73.9753024 40.7872801, -73.9750787 40.7875899, -73.9750103 40.7876861)","['4', '3']",,,,,,
42442480,42443353,0,421853643,West 86th Street,secondary,25 mph,False,True,272.44100000000003,"LINESTRING (-73.9750103 40.7876861, -73.9748909 40.7876371, -73.9723031 40.7865479, -73.9721811 40.7864968)",4,,,,,,
42442480,1061531603,0,781311947,West 86th Street,secondary,25 mph,False,False,137.103,"LINESTRING (-73.9750103 40.7876861, -73.9751503 40.7877478, -73.9763107 40.788239, -73.9764311 40.7882886)",4,,,,,,
42442480,42434160,0,"[1025731516, 1025731517]",Amsterdam Avenue,primary,,True,False,85.791,"LINESTRING (-73.9750103 40.7876861, -73.9749339 40.7877893, -73.9746302 40.7882053, -73.9745505 40.7883145, -73.9745165 40.788361)",,,,,,,
42442492,42442502,0,1025731522,Amsterdam Avenue,primary,,True,False,78.747,"LINESTRING (-73.9726774 40.7908816, -73.9726399 40.7909319, -73.972274 40.7914473, -73.9722334 40.7915049)",,,,,,,
42442492,1061531731,0,1081976612,West 91st Street,residential,5 mph,True,False,129.45399999999998,"LINESTRING (-73.9726774 40.7908816, -73.972817 40.7909398, -73.9739147 40.791402, -73.9740219 40.7914466)",1,,,,,,
42442502,42443363,0,5671106,West 92nd Street,residential,,True,False,272.07,"LINESTRING (-73.9722334 40.7915049, -73.9721076 40.791452, -73.9695213 40.7903654, -73.9694076 40.7903176)",,,,,,,
42442502,42442514,0,"[1025731522, 1025731523]",Amsterdam Avenue,primary,,True,False,79.50800000000001,"LINESTRING (-73.9722334 40.7915049, -73.9721917 40.7915639, -73.9719976 40.7918326, -73.9718218 40.792074, -73.9717771 40.7921309)",,,,,,,
42442514,1061531790,0,5671403,West 93rd Street,residential,,True,False,127.49100000000001,"LINESTRING (-73.9717771 40.7921309, -73.9718684 40.7921675, -73.971904 40.7921826, -73.9730025 40.7926486, -73.9730999 40.7926891)",,,,,,,
42442514,42436990,0,781311948,Amsterdam Avenue,primary,,True,False,80.10900000000001,"LINESTRING (-73.9717771 40.7921309, -73.971733 40.792187, -73.9714899 40.7925279, -73.9713634 40.7927043, -73.9713214 40.7927633)",,,,,,,
42442528,42442534,0,"[1025731524, 781311948]",Amsterdam Avenue,primary,,True,False,86.47,"LINESTRING (-73.9708683 40.7933852, -73.9708242 40.7934461, -73.9706595 40.7936681, -73.9704367 40.7939696, -73.9703681 40.7940644)",,,,,,,
42442534,42443381,0,5672068,West 96th Street,secondary,,False,True,271.915,"LINESTRING (-73.9703681 40.7940644, -73.970242 40.7940114, -73.9700832 40.7939445, -73.9700312 40.7939226, -73.9677983 40.7929826, -73.9676497 40.7929201, -73.9675451 40.792876)",6,,,,,,
42442534,42442542,0,"[1025731525, 439805285]",Amsterdam Avenue,primary,25 mph,True,False,85.437,"LINESTRING (-73.9703681 40.7940644, -73.9703031 40.7941535, -73.9699879 40.7945859, -73.9699146 40.7946798, -73.9698719 40.7947346)","['4', '3']",,,,,,
42442534,1061531807,0,"[895756216, 420623124]",West 96th Street,secondary,,False,False,125.10300000000001,"LINESTRING (-73.9703681 40.7940644, -73.9704934 40.7941176, -73.9712252 40.794428, -73.9714854 40.7945383, -73.9715742 40.794576, -73.9716646 40.7946143)",4,,,,,,
42442542,1061531504,0,835853673,West 97th Street,residential,25 mph,True,False,128.907,"LINESTRING (-73.9698719 40.7947346, -73.9700044 40.7947895, -73.9710972 40.7952545, -73.971208 40.795301)",1,,,,,,
42442542,42433252,0,1025731526,Amsterdam Avenue,primary,25 mph,True,False,80.161,"LINESTRING (-73.9698719 40.7947346, -73.9698302 40.7948045, -73.9694625 40.7953039, -73.9694159 40.7953672)",3,,,,,,
42442549,1061531730,0,5672977,West 99th Street,residential,25 mph,True,False,130.167,"LINESTRING (-73.9689386 40.7959832, -73.9690378 40.7960253, -73.9690486 40.7960299, -73.9690819 40.7960444, -73.9701659 40.7965042, -73.9702876 40.7965554)",1,,,,,,
42442549,42442552,0,1025731528,Amsterdam Avenue,primary,25 mph,True,False,83.61900000000001,"LINESTRING (-73.9689386 40.7959832, -73.9688953 40.7960424, -73.9685198 40.7965562, -73.9684577 40.7966412)",3,,,,,,
42442552,42443403,0,"[809826505, 809826507]",West 100th Street,residential,25 mph,True,False,271.80499999999995,"LINESTRING (-73.9684577 40.7966412, -73.9683277 40.7966303, -73.9676091 40.7963492, -73.96702 40.7960809, -73.9669376 40.7960332, -73.9666064 40.795895, -73.966562 40.7958765, -73.966189 40.795721, -73.9657399 40.7955337, -73.9656255 40.795486)",1,,,,,,
42442552,42442555,0,"[1025731528, 1025731529]",Amsterdam Avenue,primary,25 mph,True,False,76.26,"LINESTRING (-73.9684577 40.7966412, -73.9683914 40.7967317, -73.9681276 40.7970925, -73.9680604 40.7971844, -73.9680189 40.7972412)","['4', '3']",,,,,,
42442555,1061531631,0,5673465,West 101st Street,residential,25 mph,True,False,128.58,"LINESTRING (-73.9680189 40.7972412, -73.9681274 40.7972893, -73.9681641 40.7973047, -73.9692744 40.7977713, -73.9693528 40.7978046)",1,,,,,,
42442555,42442557,0,1025731530,Amsterdam Avenue,primary,25 mph,True,False,79.836,"LINESTRING (-73.9680189 40.7972412, -73.9679738 40.7973034, -73.9676046 40.7978164, -73.9675624 40.7978705)",3,,,,,,
42442557,1807940789,0,46579213,West 102nd Street,residential,,False,False,124.823,"LINESTRING (-73.9675624 40.7978705, -73.9674659 40.7978287, -73.9673044 40.7977609, -73.9666101 40.7974728, -73.9665311 40.7974405, -73.966424 40.7974084, -73.966329 40.7973937, -73.9662807 40.7973877, -73.9662364 40.7973896)",,,,,,,
42442557,42442559,0,"[1173357723, 1025731531]",Amsterdam Avenue,primary,25 mph,True,False,79.766,"LINESTRING (-73.9675624 40.7978705, -73.9675217 40.7979298, -73.967226 40.7983602, -73.9671619 40.7984536, -73.9671272 40.7985077)",3,,,,,,
42442559,42442561,0,848013829,Amsterdam Avenue,primary,25 mph,True,False,80.23200000000001,"LINESTRING (-73.9671272 40.7985077, -73.9670828 40.7985665, -73.9666953 40.7990802, -73.9666553 40.7991346)",3,,,,,,
42442559,1061531815,0,"[1216505160, 1216505161, 1250608533, 5672743]",West 103rd Street,residential,,True,False,128.032,"LINESTRING (-73.9671272 40.7985077, -73.967253 40.7985621, -73.9674102 40.7986289, -73.9681783 40.7989551, -73.9683593 40.7990306, -73.9684544 40.7990701)",,,,,,,
42442561,42443406,0,5671540,West 104th Street,residential,,True,False,272.78799999999995,"LINESTRING (-73.9666553 40.7991346, -73.9665438 40.7990872, -73.965888 40.7988066, -73.9658309 40.7987617, -73.9656234 40.7986742, -73.965207 40.7985031, -73.9648977 40.7983678, -73.9639732 40.7979776, -73.9638432 40.7979207)",,,,,,,
42442561,42437918,0,"[1025731533, 848013829, 1173352487]",Amsterdam Avenue,primary,25 mph,True,False,79.886,"LINESTRING (-73.9666553 40.7991346, -73.9666131 40.7991909, -73.9663944 40.7994858, -73.9663103 40.7996114, -73.9662431 40.7997073, -73.9662021 40.7997657)","['4', '3']",,,,,,
42442565,42443413,0,5672946,West 108th Street,residential,,True,False,270.903,"LINESTRING (-73.9647404 40.8017333, -73.9646356 40.8016888, -73.9630467 40.801015, -73.9620536 40.8005986, -73.9619296 40.8005466)",,,,,,,
42442565,42442567,0,"[957049320, 513746101]",Amsterdam Avenue,primary,,True,False,80.88,"LINESTRING (-73.9647404 40.8017333, -73.964694 40.8017974, -73.96439 40.8022172, -73.9643216 40.8023093, -73.9642763 40.8023702)","['4', '3']",,,,,,
42442567,561035330,0,957049322,West 109th Street,residential,,True,False,265.90500000000003,"LINESTRING (-73.9642763 40.8023702, -73.9643879 40.8024165, -73.9644308 40.8024343, -73.9669455 40.8034873, -73.9670403 40.8035282)",,,,,,,
42442567,42442569,0,"[957049321, 957049323]",Amsterdam Avenue,primary,,True,False,74.977,"LINESTRING (-73.9642763 40.8023702, -73.9642346 40.8024252, -73.9640782 40.8026313, -73.963955 40.802808, -73.9639063 40.802877, -73.963849 40.8029617)","['4', '3']",,,,,,
42442569,42442571,0,46583484,Amsterdam Avenue,secondary,,False,False,84.037,"LINESTRING (-73.963849 40.8029617, -73.9637844 40.8030841, -73.9636752 40.8032364, -73.9634264 40.8035799, -73.9633898 40.8036319)",,,,,,,
42442569,42435359,0,196116986,Cathedral Parkway,secondary,,False,False,267.982,"LINESTRING (-73.963849 40.8029617, -73.9637307 40.8029096, -73.9636774 40.8028869, -73.9628762 40.8025579, -73.9611712 40.8018388, -73.9610669 40.8017902)",,,,,,,
42442569,3579432156,0,196116987,Cathedral Parkway,secondary,,False,False,265.75899999999996,"LINESTRING (-73.963849 40.8029617, -73.9640053 40.8030305, -73.9641698 40.803103, -73.9644005 40.8032005, -73.965592 40.803704, -73.9660327 40.80389, -73.966062 40.8039024, -73.9664492 40.8040654, -73.9665055 40.8040905, -73.9666013 40.8041328)",,,,,,,
42442571,1506445808,0,5671446,West 111th Street,residential,,True,False,264.31399999999996,"LINESTRING (-73.9633898 40.8036319, -73.9635094 40.8036819, -73.9639226 40.8038553, -73.9642774 40.8040041, -73.9644115 40.8040615, -73.9646193 40.8041502, -73.9652916 40.8044332, -73.9653082 40.8044402, -73.9660305 40.8047437, -73.9661339 40.8047876)",,,,,,,
42442571,42442569,0,46583484,Amsterdam Avenue,secondary,,False,True,84.037,"LINESTRING (-73.9633898 40.8036319, -73.9634264 40.8035799, -73.9636752 40.8032364, -73.9637844 40.8030841, -73.963849 40.8029617)",,,,,,,
42442571,42437222,0,732794019,Amsterdam Avenue,secondary,,False,False,79.83900000000001,"LINESTRING (-73.9633898 40.8036319, -73.9633524 40.8036825, -73.9631748 40.8039267, -73.9629659 40.8042133, -73.9629314 40.8042605)",,,,,,,
42442575,42435362,0,5671452,West 115th Street,residential,,True,False,165.955,"LINESTRING (-73.9615515 40.8061528, -73.9614157 40.8060964, -73.9603389 40.8056491, -73.9599259 40.8054753, -73.9598246 40.8054325)",,,,,,,
42442575,42437142,0,732794019,Amsterdam Avenue,secondary,,False,False,86.214,"LINESTRING (-73.9615515 40.8061528, -73.961513 40.8062057, -73.9611217 40.8067422, -73.9610565 40.8068316)",,,,,,,
42442575,1506445711,0,732794019,Amsterdam Avenue,secondary,,False,True,79.583,"LINESTRING (-73.9615515 40.8061528, -73.9615954 40.8060926, -73.9619677 40.805582, -73.9620084 40.8055262)",,,,,,,
42442577,3579432159,0,5672063,West 118th Street,residential,,True,False,163.331,"LINESTRING (-73.960109 40.8081275, -73.9599801 40.8080734, -73.9589165 40.8076281, -73.9585044 40.8074555, -73.9584103 40.8074173)",,,,,,,
42442577,42442578,0,327917960,Amsterdam Avenue,secondary,,False,False,79.759,"LINESTRING (-73.960109 40.8081275, -73.9600691 40.8081832, -73.9597001 40.8086878, -73.9596506 40.8087553)",,,,,,,
42442577,42437142,0,"[327917960, 902168961, 732794019]",Amsterdam Avenue,secondary,,False,True,164.695,"LINESTRING (-73.960109 40.8081275, -73.9601498 40.8080723, -73.9604917 40.8075989, -73.9605192 40.8075609, -73.9608515 40.8071127, -73.9609926 40.8069192, -73.9610565 40.8068316)",,,,,yes,,
42442578,1504153626,0,327917960,Amsterdam Avenue,secondary,,False,False,75.223,"LINESTRING (-73.9596506 40.8087553, -73.9596046 40.8088146, -73.9592869 40.8092431, -73.959211 40.8093443)",,,,,,,
42442578,42442577,0,327917960,Amsterdam Avenue,secondary,,False,True,79.759,"LINESTRING (-73.9596506 40.8087553, -73.9597001 40.8086878, -73.9600691 40.8081832, -73.960109 40.8081275)",,,,,,,
42442584,42421852,0,309956784,Amsterdam Avenue,secondary,,False,True,96.327,"LINESTRING (-73.9562717 40.8133809, -73.9563693 40.8132496, -73.9566148 40.8129089, -73.956775 40.8126893, -73.9568234 40.8126219)",,,,,,,
42442584,42453717,0,"[420590069, 420881463]",West 125th Street,primary,,False,False,237.25799999999998,"LINESTRING (-73.9562717 40.8133809, -73.9563622 40.8134849, -73.9568234 40.8140151, -73.9577756 40.8151035, -73.9578259 40.8151611)",,,,,,,
42442584,7598970693,0,"[420881464, 195743203, 420881462]",West 125th Street,primary,,False,True,182.467,"LINESTRING (-73.9562717 40.8133809, -73.956181 40.813276, -73.9557376 40.8127637, -73.9552747 40.812231, -73.9552289 40.8121776, -73.9552172 40.8121618, -73.9550848 40.8120077)",,,,,,,
42442584,42442586,0,"[421505920, 195743134]",Amsterdam Avenue,secondary,,False,False,97.356,"LINESTRING (-73.9562717 40.8133809, -73.9561805 40.8135024, -73.9557888 40.8140243, -73.9557583 40.8140627, -73.9556965 40.8141405)",,,,,,,
42442586,42442589,0,195743134,Amsterdam Avenue,secondary,,False,False,43.566,"LINESTRING (-73.9556965 40.8141405, -73.9556469 40.8142078, -73.9554879 40.8144237, -73.9554444 40.8144827)",,,,,,,
42442586,42442584,0,"[421505920, 195743134]",Amsterdam Avenue,secondary,,False,True,97.35600000000001,"LINESTRING (-73.9556965 40.8141405, -73.9557583 40.8140627, -73.9557888 40.8140243, -73.9561805 40.8135024, -73.9562717 40.8133809)",,,,,,,
42442586,42446218,0,501844298,West 126th Street,residential,,True,False,187.39899999999997,"LINESTRING (-73.9556965 40.8141405, -73.9557933 40.8142513, -73.9564464 40.8149983, -73.9568716 40.8154846, -73.9569253 40.815546)",,,,,,,
42442589,42442592,0,195743134,Amsterdam Avenue,secondary,,False,False,79.11100000000002,"LINESTRING (-73.9554444 40.8144827, -73.9554029 40.8145414, -73.9550358 40.8150598, -73.9550004 40.8151098)",,,,,,,
42442589,42442586,0,195743134,Amsterdam Avenue,secondary,,False,True,43.566,"LINESTRING (-73.9554444 40.8144827, -73.9554879 40.8144237, -73.9556469 40.8142078, -73.9556965 40.8141405)",,,,,,,
42442589,3551738975,0,349272151,West 128th Street,residential,,False,True,184.692,"LINESTRING (-73.9554444 40.8144827, -73.955334 40.814436, -73.954652 40.8141474, -73.9535529 40.8136824, -73.9535288 40.8136722)",,,,,,,
42442592,42442589,0,195743134,Amsterdam Avenue,secondary,,False,True,79.111,"LINESTRING (-73.9550004 40.8151098, -73.9550358 40.8150598, -73.9554029 40.8145414, -73.9554444 40.8144827)",,,,,,,
42442592,42442596,0,195743135,Amsterdam Avenue,secondary,,False,False,79.54999999999998,"LINESTRING (-73.9550004 40.8151098, -73.9549543 40.8151728, -73.9546577 40.8155777, -73.954575 40.8156919, -73.9545419 40.8157354)",,,,,,,
42442592,42448607,0,195743204,West 129th Street,residential,,True,False,185.17100000000002,"LINESTRING (-73.9550004 40.8151098, -73.9548742 40.8150566, -73.9531942 40.8143482, -73.953174 40.8143401, -73.9530769 40.8143012)",,,,,,,
42442596,42448611,0,5673220,West 130th Street,residential,,False,False,151.236,"LINESTRING (-73.9545419 40.8157354, -73.954426 40.8156864, -73.9537893 40.8154172, -73.9536459 40.8153575, -73.9530683 40.8151134, -73.9529724 40.8150729)",,,,,,,
42442596,42438247,0,195743135,Amsterdam Avenue,secondary,,False,False,79.324,"LINESTRING (-73.9545419 40.8157354, -73.9544991 40.8157924, -73.9541098 40.8163115, -73.9540766 40.8163558)",,,,,,,
42442596,42442592,0,195743135,Amsterdam Avenue,secondary,,False,True,79.55,"LINESTRING (-73.9545419 40.8157354, -73.954575 40.8156919, -73.9546577 40.8155777, -73.9549543 40.8151728, -73.9550004 40.8151098)",,,,,,,
42442604,42435940,0,455687907,Amsterdam Avenue,secondary,,False,False,159.559,"LINESTRING (-73.9517315 40.8195669, -73.95168 40.8196367, -73.9512966 40.820162, -73.950856 40.8207657, -73.9508143 40.8208228)",,,,,,,
42442604,42438836,0,455687907,Amsterdam Avenue,secondary,,False,True,81.337,"LINESTRING (-73.9517315 40.8195669, -73.9517776 40.8195067, -73.9521547 40.8190089, -73.9521696 40.8189892, -73.9522115 40.818932)",,,,,,,
42442609,42453757,0,5673305,West 139th Street,residential,,True,False,168.07399999999998,"LINESTRING (-73.9503643 40.8214397, -73.9505106 40.8215015, -73.9520281 40.8221425, -73.9521084 40.8221764)",,,,,,,
42442609,42433797,0,455687907,Amsterdam Avenue,secondary,,False,False,78.99900000000001,"LINESTRING (-73.9503643 40.8214397, -73.950318 40.8215052, -73.9499478 40.8220091, -73.9499097 40.8220613)",,,,,,,
42442609,42435940,0,455687907,Amsterdam Avenue,secondary,,False,True,78.35499999999999,"LINESTRING (-73.9503643 40.8214397, -73.9504003 40.8213889, -73.9507774 40.8208732, -73.9508143 40.8208228)",,,,,,,
42442613,42447404,0,234726492,West 141st Street,residential,,True,False,100.11800000000001,"LINESTRING (-73.9494564 40.8226821, -73.9495985 40.8227418, -73.95042 40.8230872, -73.9504964 40.8231195)",,,,,,,
42442613,42447399,0,234726497,West 141st Street,tertiary,,False,True,132.35000000000002,"LINESTRING (-73.9494564 40.8226821, -73.9493321 40.8226299, -73.9481698 40.8221433, -73.9480802 40.8221058)",,,,,,,
42442613,42438292,0,455687907,Amsterdam Avenue,secondary,,False,False,80.51299999999999,"LINESTRING (-73.9494564 40.8226821, -73.9494066 40.8227501, -73.9490345 40.8232597, -73.9489935 40.8233158)",,,,,,,
42442613,42433797,0,455687907,Amsterdam Avenue,secondary,,False,True,78.868,"LINESTRING (-73.9494564 40.8226821, -73.9494945 40.8226298, -73.9498612 40.822127, -73.9499097 40.8220613)",,,,,,,
42442618,42443659,0,5671137,West 143rd Street,residential,,True,False,32.67,"LINESTRING (-73.9485422 40.8239409, -73.9486771 40.8239976, -73.9488072 40.8240523, -73.9488816 40.8240836)",,,,,,,
42442618,42442621,0,455687907,Amsterdam Avenue,secondary,,False,False,77.585,"LINESTRING (-73.9485422 40.8239409, -73.9485039 40.8239928, -73.9481231 40.824508, -73.9480922 40.8245499)",,,,,,,
42442618,42438292,0,455687907,Amsterdam Avenue,secondary,,False,True,79.205,"LINESTRING (-73.9485422 40.8239409, -73.948582 40.8238857, -73.9489542 40.8233703, -73.9489935 40.8233158)",,,,,,,
42442621,42434262,0,196116967,Amsterdam Avenue,secondary,,False,False,87.16,"LINESTRING (-73.9480922 40.8245499, -73.9480436 40.8246173, -73.9476664 40.8251405, -73.9475961 40.825238)",3,,,,,,
42442621,42442618,0,455687907,Amsterdam Avenue,secondary,,False,True,77.585,"LINESTRING (-73.9480922 40.8245499, -73.9481231 40.824508, -73.9485039 40.8239928, -73.9485422 40.8239409)",,,,,,,
