osmid,y,x,highway,street_count,ref,geometry
42432744,40.7999222,-73.9623828,traffic_signals,4,,POINT (-73.9623828 40.7999222)
42432756,40.8011081,-73.9651949,traffic_signals,4,,POINT (-73.9651949 40.8011081)
42432764,40.802938,-73.96956,,3,,POINT (-73.96956 40.802938)
42432785,40.8615543,-73.9247102,traffic_signals,4,,POINT (-73.9247102 40.8615543)
42432789,40.8625949,-73.9253818,traffic_signals,3,,POINT (-73.9253818 40.8625949)
42432795,40.8645441,-73.9266364,traffic_signals,3,,POINT (-73.9266364 40.8645441)
42432799,40.8661784,-73.9280465,traffic_signals,3,,POINT (-73.9280465 40.8661784)
42432802,40.866743,-73.928722,traffic_signals,4,,POINT (-73.928722 40.866743)
42432805,40.8672563,-73.9293463,,3,,POINT (-73.9293463 40.8672563)
42432818,40.7629723,-73.9739744,traffic_signals,4,,POINT (-73.9739744 40.7629723)
42432825,40.7622945,-73.9723653,traffic_signals,4,,POINT (-73.9723653 40.7622945)
42432834,40.7615775,-73.970671,traffic_signals,4,,POINT (-73.970671 40.7615775)
42432847,40.7609304,-73.9691328,traffic_signals,4,,POINT (-73.9691328 40.7609304)
42432856,40.7602748,-73.9675757,traffic_signals,4,,POINT (-73.9675757 40.7602748)
42432861,40.7593168,-73.9653081,traffic_signals,4,,POINT (-73.9653081 40.7593168)
42432871,40.7573667,-73.9606728,traffic_signals,4,,POINT (-73.9606728 40.7573667)
42432875,40.7571963,-73.9602633,turning_circle,1,,POINT (-73.9602633 40.7571963)
42432882,40.872249,-73.919458,,3,,POINT (-73.919458 40.872249)
42432889,40.8032537,-73.952608,traffic_signals,4,,POINT (-73.952608 40.8032537)
42432894,40.8041987,-73.9527337,traffic_signals,4,,POINT (-73.9527337 40.8041987)
42432897,40.8050309,-73.9527655,traffic_signals,4,,POINT (-73.9527655 40.8050309)
42432900,40.8058775,-73.9527966,traffic_signals,4,,POINT (-73.9527966 40.8058775)
42432905,40.8075507,-73.9529047,traffic_signals,4,,POINT (-73.9529047 40.8075507)
42432917,40.8083967,-73.9529558,traffic_signals,4,,POINT (-73.9529558 40.8083967)
42432926,40.8092377,-73.953005,traffic_signals,4,,POINT (-73.953005 40.8092377)
42432928,40.8101047,-73.9531089,traffic_signals,4,,POINT (-73.9531089 40.8101047)
42432929,40.8107673,-73.9525905,traffic_signals,4,,POINT (-73.9525905 40.8107673)
42432931,40.811442,-73.952101,,4,,POINT (-73.952101 40.811442)
42432932,40.8120151,-73.9515008,traffic_signals,4,,POINT (-73.9515008 40.8120151)
42432933,40.812575,-73.950927,traffic_signals,3,,POINT (-73.950927 40.812575)
42432936,40.813159,-73.95035,traffic_signals,3,,POINT (-73.95035 40.813159)
42432949,40.815692,-73.948677,traffic_signals,3,,POINT (-73.948677 40.815692)
42432950,40.816374,-73.948356,traffic_signals,3,,POINT (-73.948356 40.816374)
42432954,40.8178547,-73.9476667,traffic_signals,3,,POINT (-73.9476667 40.8178547)
42432955,40.8185359,-73.9473494,traffic_signals,3,,POINT (-73.9473494 40.8185359)
42432956,40.8192188,-73.9470312,traffic_signals,3,,POINT (-73.9470312 40.8192188)
42432957,40.819903,-73.9467125,traffic_signals,3,,POINT (-73.9467125 40.819903)
42432960,40.8205827,-73.9463959,traffic_signals,3,,POINT (-73.9463959 40.8205827)
42432961,40.8212637,-73.9460787,traffic_signals,4,,POINT (-73.9460787 40.8212637)
42432963,40.8240402,-73.9447637,traffic_signals,4,,POINT (-73.9447637 40.8240402)
42432967,40.825332,-73.943813,traffic_signals,3,,POINT (-73.943813 40.825332)
42432970,40.825956,-73.943357,traffic_signals,4,,POINT (-73.943357 40.825956)
42432974,40.8273441,-73.9427817,traffic_signals,4,,POINT (-73.9427817 40.8273441)
42432980,40.8294451,-73.9419432,traffic_signals,4,,POINT (-73.9419432 40.8294451)
42432983,40.83016,-73.941667,traffic_signals,3,,POINT (-73.941667 40.83016)
42432985,40.830891,-73.941368,traffic_signals,4,,POINT (-73.941368 40.830891)
42432990,40.8323747,-73.9408792,traffic_signals,4,,POINT (-73.9408792 40.8323747)
42432992,40.833098,-73.940653,traffic_signals,4,,POINT (-73.940653 40.833098)
42432994,40.833786,-73.94036,traffic_signals,4,,POINT (-73.94036 40.833786)
42432999,40.8344923,-73.940048,traffic_signals,4,,POINT (-73.940048 40.8344923)
42433011,40.8350754,-73.9397872,,3,,POINT (-73.9397872 40.8350754)
42433014,40.8358221,-73.9398835,traffic_signals,4,,POINT (-73.9398835 40.8358221)
42433017,40.8361153,-73.9400362,,3,,POINT (-73.9400362 40.8361153)
42433020,40.8369673,-73.9401365,traffic_signals,4,,POINT (-73.9401365 40.8369673)
42433024,40.837714,-73.939994,traffic_signals,4,,POINT (-73.939994 40.837714)
42433027,40.8385135,-73.9398455,traffic_signals,4,,POINT (-73.9398455 40.8385135)
42433030,40.8395698,-73.9398826,traffic_signals,4,,POINT (-73.9398826 40.8395698)
42433035,40.8409552,-73.9394727,traffic_signals,4,,POINT (-73.9394727 40.8409552)
42433041,40.8422438,-73.9388621,traffic_signals,3,,POINT (-73.9388621 40.8422438)
42433043,40.8429055,-73.9384302,traffic_signals,5,,POINT (-73.9384302 40.8429055)
42433044,40.843501,-73.937982,traffic_signals,4,,POINT (-73.937982 40.843501)
42433046,40.844788,-73.937043,traffic_signals,4,,POINT (-73.937043 40.844788)
42433057,40.845434,-73.93657,traffic_signals,4,,POINT (-73.93657 40.845434)
42433058,40.846105,-73.936078,traffic_signals,4,,POINT (-73.936078 40.846105)
42433060,40.846727,-73.935622,traffic_signals,4,,POINT (-73.935622 40.846727)
42433062,40.847358,-73.935172,traffic_signals,4,,POINT (-73.935172 40.847358)
42433064,40.8480005,-73.9346936,traffic_signals,4,,POINT (-73.9346936 40.8480005)
42433066,40.849321,-73.933731,traffic_signals,4,,POINT (-73.933731 40.849321)
42433068,40.849895,-73.93331,traffic_signals,4,,POINT (-73.93331 40.849895)
42433069,40.850506,-73.932861,traffic_signals,4,,POINT (-73.932861 40.850506)
42433072,40.851095,-73.932433,traffic_signals,4,,POINT (-73.932433 40.851095)
42433075,40.851696,-73.931995,traffic_signals,4,,POINT (-73.931995 40.851696)
42433077,40.85238,-73.931495,traffic_signals,4,,POINT (-73.931495 40.85238)
42433080,40.853062,-73.930996,traffic_signals,4,,POINT (-73.930996 40.853062)
42433097,40.853685,-73.930539,traffic_signals,4,,POINT (-73.930539 40.853685)
42433107,40.85431,-73.930082,traffic_signals,4,,POINT (-73.930082 40.85431)
42433115,40.854908,-73.929644,traffic_signals,4,,POINT (-73.929644 40.854908)
42433138,40.856606,-73.928411,traffic_signals,3,,POINT (-73.928411 40.856606)
42433151,40.8568009,-73.928266,traffic_signals,4,,POINT (-73.928266 40.8568009)
42433161,40.7990263,-73.9524352,traffic_signals,3,,POINT (-73.9524352 40.7990263)
42433163,40.7998583,-73.9524733,traffic_signals,4,,POINT (-73.9524733 40.7998583)
42433165,40.8015271,-73.9525498,traffic_signals,4,,POINT (-73.9525498 40.8015271)
42433173,40.802366,-73.9525882,traffic_signals,4,,POINT (-73.9525882 40.802366)
42433205,40.7081931,-74.0020637,,3,,POINT (-74.0020637 40.7081931)
42433212,40.7077643,-74.0016856,,3,,POINT (-74.0016856 40.7077643)
42433218,40.7072852,-74.0013158,,3,,POINT (-74.0013158 40.7072852)
42433229,40.708846,-74.002503,traffic_signals,3,,POINT (-74.002503 40.708846)
42433231,40.7082744,-74.0018996,,4,,POINT (-74.0018996 40.7082744)
42433237,40.707871,-74.0014617,,3,,POINT (-74.0014617 40.707871)
42433243,40.7074377,-74.0010233,,3,,POINT (-74.0010233 40.7074377)
42433252,40.7953672,-73.9694159,traffic_signals,3,,POINT (-73.9694159 40.7953672)
42433256,40.7971483,-73.9736411,,3,,POINT (-73.9736411 40.7971483)
42433260,40.733439,-74.001103,,3,,POINT (-74.001103 40.733439)
42433261,40.733843,-74.001205,,5,,POINT (-74.001205 40.733843)
42433264,40.734483,-74.001389,,4,,POINT (-74.001389 40.734483)
42433269,40.7351323,-74.00158,,4,,POINT (-74.00158 40.7351323)
42433272,40.7357626,-74.0017616,traffic_signals,3,,POINT (-74.0017616 40.7357626)
42433275,40.7364365,-74.0019538,,4,,POINT (-74.0019538 40.7364365)
42433278,40.737066,-74.002136,,3,,POINT (-74.002136 40.737066)
42433281,40.732215,-73.998612,traffic_signals,4,,POINT (-73.998612 40.732215)
42433282,40.7332427,-74.0007095,,3,,POINT (-74.0007095 40.7332427)
42433286,40.733706,-74.001613,,3,,POINT (-74.001613 40.733706)
42433292,40.729978,-73.994064,,4,,POINT (-73.994064 40.729978)
42433295,40.73035,-73.994822,,4,,POINT (-73.994822 40.73035)
42433298,40.7307232,-73.9955715,traffic_signals,4,,POINT (-73.9955715 40.7307232)
42433302,40.7113738,-73.9967842,traffic_signals,3,,POINT (-73.9967842 40.7113738)
42433324,40.7097774,-73.9963871,,3,,POINT (-73.9963871 40.7097774)
42433330,40.7079259,-74.0060233,,3,,POINT (-74.0060233 40.7079259)
42433339,40.8322331,-73.9424802,traffic_signals,3,,POINT (-73.9424802 40.8322331)
42433346,40.85623,-73.926863,,3,,POINT (-73.926863 40.85623)
42433354,40.7318592,-73.9966451,,3,,POINT (-73.9966451 40.7318592)
42433356,40.731209,-73.995119,,3,,POINT (-73.995119 40.731209)
42433377,40.7846006,-73.9419442,,3,,POINT (-73.9419442 40.7846006)
42433385,40.7836354,-73.9435282,,3,,POINT (-73.9435282 40.7836354)
42433421,40.7797186,-73.9438959,,3,,POINT (-73.9438959 40.7797186)
42433422,40.7792164,-73.9435413,,3,,POINT (-73.9435413 40.7792164)
42433431,40.7949399,-73.9302797,motorway_junction,3,16,POINT (-73.9302797 40.7949399)
42433490,40.7852012,-73.9405145,,3,,POINT (-73.9405145 40.7852012)
42433513,40.7887043,-73.9378563,stop,3,,POINT (-73.9378563 40.7887043)
42433537,40.7134688,-73.9972984,traffic_signals,4,,POINT (-73.9972984 40.7134688)
42433539,40.713696,-73.9945699,traffic_signals,4,,POINT (-73.9945699 40.713696)
42433542,40.7137475,-73.9939452,traffic_signals,5,,POINT (-73.9939452 40.7137475)
42433543,40.7138283,-73.9929765,,3,,POINT (-73.9929765 40.7138283)
42433545,40.713869,-73.9924861,traffic_signals,4,,POINT (-73.9924861 40.713869)
42433550,40.7141849,-73.9886961,traffic_signals,3,,POINT (-73.9886961 40.7141849)
42433551,40.714317,-73.9871695,traffic_signals,4,,POINT (-73.9871695 40.714317)
42433553,40.7144708,-73.9853265,,3,,POINT (-73.9853265 40.7144708)
42433554,40.7145093,-73.9847081,traffic_signals,4,,POINT (-73.9847081 40.7145093)
42433564,40.7827163,-73.971237,traffic_signals,3,,POINT (-73.971237 40.7827163)
42433565,40.7839166,-73.9740729,traffic_signals,4,,POINT (-73.9740729 40.7839166)
42433567,40.7851032,-73.9768937,traffic_signals,4,,POINT (-73.9768937 40.7851032)
42433569,40.7868921,-73.9812269,traffic_signals,3,,POINT (-73.9812269 40.7868921)
42433573,40.7208746,-74.0039266,traffic_signals,3,,POINT (-74.0039266 40.7208746)
42433574,40.721995,-74.002971,traffic_signals,4,,POINT (-74.002971 40.721995)
42433577,40.724166,-74.001127,traffic_signals,4,,POINT (-74.001127 40.724166)
42433578,40.725382,-74.000101,,4,,POINT (-74.000101 40.725382)
42433581,40.7266087,-73.9990701,,4,,POINT (-73.9990701 40.7266087)
42433587,40.7295644,-73.9965723,traffic_signals,3,,POINT (-73.9965723 40.7295644)
42433604,40.7509597,-73.9827265,traffic_signals,4,,POINT (-73.9827265 40.7509597)
42433611,40.7535034,-73.9887981,traffic_signals,4,,POINT (-73.9887981 40.7535034)
42433620,40.754707,-73.991633,traffic_signals,4,,POINT (-73.991633 40.754707)
42433625,40.7559104,-73.9944724,traffic_signals,4,,POINT (-73.9944724 40.7559104)
42433644,40.7570936,-73.9973219,traffic_signals,4,,POINT (-73.9973219 40.7570936)
42433712,40.7061729,-74.0179342,stop,3,,POINT (-74.0179342 40.7061729)
42433715,40.7068458,-74.0175734,,4,,POINT (-74.0175734 40.7068458)
42433718,40.7074717,-74.0171151,,4,,POINT (-74.0171151 40.7074717)
42433743,40.7994668,-73.955363,traffic_signals,3,,POINT (-73.955363 40.7994668)
42433779,40.8173165,-73.9386193,traffic_signals,4,,POINT (-73.9386193 40.8173165)
42433781,40.8185042,-73.9414703,traffic_signals,4,,POINT (-73.9414703 40.8185042)
42433785,40.819674,-73.9442303,traffic_signals,4,,POINT (-73.9442303 40.819674)
42433789,40.820255,-73.945613,traffic_signals,4,,POINT (-73.945613 40.820255)
42433797,40.8220613,-73.9499097,traffic_signals,4,,POINT (-73.9499097 40.8220613)
42433800,40.8226586,-73.9513037,traffic_signals,4,,POINT (-73.9513037 40.8226586)
42433811,40.824126,-73.95483,,3,,POINT (-73.95483 40.824126)
42433821,40.7329507,-74.0018089,,3,,POINT (-74.0018089 40.7329507)
42433822,40.7333766,-74.0025813,traffic_signals,5,,POINT (-74.0025813 40.7333766)
42433834,40.7027177,-74.0122358,,3,,POINT (-74.0122358 40.7027177)
42433927,40.7815194,-73.9627249,,3,,POINT (-73.9627249 40.7815194)
42434072,40.7560373,-73.9790227,traffic_signals,4,,POINT (-73.9790227 40.7560373)
42434074,40.7553621,-73.9774077,traffic_signals,4,,POINT (-73.9774077 40.7553621)
42434077,40.7549885,-73.9765138,traffic_signals,4,,POINT (-73.9765138 40.7549885)
42434085,40.7539937,-73.9741902,traffic_signals,4,,POINT (-73.9741902 40.7539937)
42434087,40.7533265,-73.9725908,traffic_signals,4,,POINT (-73.9725908 40.7533265)
42434090,40.752379,-73.970341,traffic_signals,4,,POINT (-73.970341 40.752379)
42434092,40.7513685,-73.9679588,traffic_signals,4,,POINT (-73.9679588 40.7513685)
42434097,40.8172259,-73.9522674,traffic_signals,3,,POINT (-73.9522674 40.8172259)
42434098,40.8175891,-73.9531759,traffic_signals,4,,POINT (-73.9531759 40.8175891)
42434101,40.818484,-73.9552918,,3,,POINT (-73.9552918 40.818484)
42434105,40.8200228,-73.9589033,traffic_signals,4,,POINT (-73.9589033 40.8200228)
42434110,40.8127869,-73.9417352,traffic_signals,3,,POINT (-73.9417352 40.8127869)
42434111,40.8140459,-73.9447305,traffic_signals,4,,POINT (-73.9447305 40.8140459)
42434113,40.815207,-73.947489,traffic_signals,4,,POINT (-73.947489 40.815207)
42434117,40.807089,-73.9417696,traffic_signals,4,,POINT (-73.9417696 40.807089)
42434122,40.8064085,-73.9401645,traffic_signals,4,,POINT (-73.9401645 40.8064085)
42434129,40.8050563,-73.9369374,traffic_signals,4,,POINT (-73.9369374 40.8050563)
42434131,40.8043912,-73.935333,traffic_signals,4,,POINT (-73.935333 40.8043912)
42434134,40.8034309,-73.9330784,traffic_signals,4,,POINT (-73.9330784 40.8034309)
42434135,40.8025081,-73.9308738,,3,,POINT (-73.9308738 40.8025081)
42434140,40.7295552,-73.9899044,traffic_signals,4,,POINT (-73.9899044 40.7295552)
42434142,40.7286043,-73.9876651,traffic_signals,4,,POINT (-73.9876651 40.7286043)
42434148,40.726666,-73.98309,traffic_signals,3,,POINT (-73.98309 40.726666)
42434158,40.7871744,-73.9716995,traffic_signals,4,,POINT (-73.9716995 40.7871744)
42434160,40.788361,-73.9745165,traffic_signals,4,,POINT (-73.9745165 40.788361)
42434161,40.7906175,-73.9798657,traffic_signals,3,,POINT (-73.9798657 40.7906175)
42434165,40.7872265,-73.9562599,traffic_signals,3,,POINT (-73.9562599 40.7872265)
42434166,40.7865547,-73.9546527,traffic_signals,4,,POINT (-73.9546527 40.7865547)
42434168,40.7858454,-73.9529602,traffic_signals,4,,POINT (-73.9529602 40.7858454)
42434169,40.7851972,-73.9514317,traffic_signals,4,,POINT (-73.9514317 40.7851972)
42434172,40.7845271,-73.9498372,traffic_signals,4,,POINT (-73.9498372 40.7845271)
42434175,40.7835688,-73.947588,traffic_signals,4,,POINT (-73.947588 40.7835688)
42434179,40.7825675,-73.9452196,traffic_signals,3,,POINT (-73.9452196 40.7825675)
42434196,40.72894,-73.9903444,traffic_signals,3,,POINT (-73.9903444 40.72894)
42434197,40.7287055,-73.9897979,,3,,POINT (-73.9897979 40.7287055)
42434201,40.7279851,-73.9881196,traffic_signals,4,,POINT (-73.9881196 40.7279851)
42434205,40.726988,-73.985753,traffic_signals,4,,POINT (-73.985753 40.726988)
42434215,40.7260512,-73.9835308,traffic_signals,4,,POINT (-73.9835308 40.7260512)
42434226,40.725073,-73.981211,traffic_signals,4,,POINT (-73.981211 40.725073)
42434233,40.7240792,-73.9788537,traffic_signals,4,,POINT (-73.9788537 40.7240792)
42434237,40.723078,-73.976477,,3,,POINT (-73.976477 40.723078)
42434246,40.8216757,-73.9391536,traffic_signals,4,,POINT (-73.9391536 40.8216757)
42434249,40.8228413,-73.9419205,traffic_signals,4,,POINT (-73.9419205 40.8228413)
42434251,40.8232628,-73.94292,traffic_signals,4,,POINT (-73.94292 40.8232628)
42434255,40.823655,-73.9438503,traffic_signals,4,,POINT (-73.9438503 40.823655)
42434259,40.8246596,-73.946223,traffic_signals,4,,POINT (-73.946223 40.8246596)
42434262,40.825238,-73.9475961,traffic_signals,4,,POINT (-73.9475961 40.825238)
42434264,40.8270794,-73.9519791,traffic_signals,3,,POINT (-73.9519791 40.8270794)
42434268,40.7408858,-73.9900833,traffic_signals,4,,POINT (-73.9900833 40.7408858)
42434270,40.7434315,-73.9961302,traffic_signals,4,,POINT (-73.9961302 40.7434315)
42434271,40.74463,-73.9989693,traffic_signals,4,,POINT (-73.9989693 40.74463)
42434279,40.7458555,-74.0018592,traffic_signals,4,,POINT (-74.0018592 40.7458555)
42434285,40.747023,-74.004653,traffic_signals,4,,POINT (-74.004653 40.747023)
42434306,40.8242206,-73.9373,traffic_signals,4,,POINT (-73.9373 40.8242206)
42434308,40.825379,-73.940054,traffic_signals,4,,POINT (-73.940054 40.825379)
42434314,40.8257967,-73.9410462,,3,,POINT (-73.9410462 40.8257967)
42434338,40.8271966,-73.9443629,traffic_signals,4,,POINT (-73.9443629 40.8271966)
42434340,40.8277796,-73.9457333,traffic_signals,4,,POINT (-73.9457333 40.8277796)
42434343,40.8296073,-73.9500781,traffic_signals,4,,POINT (-73.9500781 40.8296073)
42434352,40.7339642,-73.988777,traffic_signals,3,,POINT (-73.988777 40.7339642)
42434354,40.7352924,-73.9878179,traffic_signals,4,,POINT (-73.9878179 40.7352924)
42434355,40.7358767,-73.9873953,traffic_signals,4,,POINT (-73.9873953 40.7358767)
42434357,40.7364685,-73.9869673,traffic_signals,4,,POINT (-73.9869673 40.7364685)
42434358,40.7370531,-73.9865444,traffic_signals,4,,POINT (-73.9865444 40.7370531)
42434360,40.7376394,-73.9861204,traffic_signals,3,,POINT (-73.9861204 40.7376394)
42434361,40.8147543,-73.9402901,traffic_signals,3,,POINT (-73.9402901 40.8147543)
42434370,40.8701354,-73.9170165,,3,,POINT (-73.9170165 40.8701354)
42434372,40.871044,-73.915746,,3,,POINT (-73.915746 40.871044)
42434377,40.7961631,-73.9476486,traffic_signals,4,,POINT (-73.9476486 40.7961631)
42434382,40.7954276,-73.9459003,traffic_signals,4,,POINT (-73.9459003 40.7954276)
42434384,40.7948079,-73.9444165,traffic_signals,4,,POINT (-73.9444165 40.7948079)
42434385,40.794128,-73.9428091,traffic_signals,4,,POINT (-73.9428091 40.794128)
42434386,40.7931803,-73.9405687,traffic_signals,4,,POINT (-73.9405687 40.7931803)
42434389,40.7921784,-73.9382001,traffic_signals,4,,POINT (-73.9382001 40.7921784)
42434410,40.7081076,-74.009838,,3,,POINT (-74.009838 40.7081076)
42434412,40.7093107,-74.011935,traffic_signals,4,,POINT (-74.011935 40.7093107)
42434418,40.7063877,-74.007136,,3,,POINT (-74.007136 40.7063877)
42434420,40.7073785,-74.008622,,3,,POINT (-74.008622 40.7073785)
42434427,40.7539458,-73.9976109,traffic_signals,3,,POINT (-73.9976109 40.7539458)
42434429,40.7552202,-73.9966484,traffic_signals,5,,POINT (-73.9966484 40.7552202)
42434434,40.7583714,-73.994391,traffic_signals,4,,POINT (-73.994391 40.7583714)
42434439,40.7589778,-73.9939368,traffic_signals,3,,POINT (-73.9939368 40.7589778)
42434465,40.7513227,-73.9991493,,3,,POINT (-73.9991493 40.7513227)
42434559,40.8632904,-73.9325365,,3,,POINT (-73.9325365 40.8632904)
42434722,40.8646389,-73.9309931,,3,,POINT (-73.9309931 40.8646389)
42434780,40.8639056,-73.9314679,,3,,POINT (-73.9314679 40.8639056)
42434800,40.7440672,-73.9877451,traffic_signals,4,,POINT (-73.9877451 40.7440672)
42434807,40.746618,-73.993813,traffic_signals,4,,POINT (-73.993813 40.746618)
42434810,40.7478363,-73.9966345,traffic_signals,3,,POINT (-73.9966345 40.7478363)
42434821,40.7502203,-74.0023198,traffic_signals,4,,POINT (-74.0023198 40.7502203)
42434827,40.7523993,-74.0075552,,3,,POINT (-74.0075552 40.7523993)
42434832,40.7108145,-73.9833045,,3,,POINT (-73.9833045 40.7108145)
42434833,40.7113401,-73.9833098,,3,,POINT (-73.9833098 40.7113401)
42434839,40.7203849,-74.0060136,,3,,POINT (-74.0060136 40.7203849)
42434842,40.720428,-74.0064614,,3,,POINT (-74.0064614 40.720428)
42434845,40.720453,-74.0066917,traffic_signals,4,,POINT (-74.0066917 40.720453)
42434855,40.7200916,-74.0056946,,3,,POINT (-74.0056946 40.7200916)
42434871,40.7207447,-74.01001,traffic_signals,3,,POINT (-74.01001 40.7207447)
42434894,40.7909386,-73.9491789,traffic_signals,4,,POINT (-73.9491789 40.7909386)
42434895,40.7903181,-73.9476894,traffic_signals,4,,POINT (-73.9476894 40.7903181)
42434898,40.7896375,-73.9460871,traffic_signals,3,,POINT (-73.9460871 40.7896375)
42434904,40.7923469,-73.9525217,traffic_signals,3,,POINT (-73.9525217 40.7923469)
42434905,40.791675,-73.9509196,traffic_signals,3,,POINT (-73.9509196 40.791675)
42434910,40.787692,-73.941478,traffic_signals,3,,POINT (-73.941478 40.787692)
42434912,40.7886856,-73.9438642,traffic_signals,3,,POINT (-73.9438642 40.7886856)
42434935,40.8279873,-73.9350012,,4,,POINT (-73.9350012 40.8279873)
42434946,40.7491045,-73.9840705,traffic_signals,4,,POINT (-73.9840705 40.7491045)
42434948,40.7484303,-73.9824775,traffic_signals,4,,POINT (-73.9824775 40.7484303)
42434951,40.7477119,-73.9807576,traffic_signals,4,,POINT (-73.9807576 40.7477119)
42434954,40.7470714,-73.9792242,traffic_signals,4,,POINT (-73.9792242 40.7470714)
42434959,40.7463979,-73.9776393,traffic_signals,4,,POINT (-73.9776393 40.7463979)
42434962,40.746037,-73.9767892,traffic_signals,4,,POINT (-73.9767892 40.746037)
42434965,40.7454554,-73.9753989,traffic_signals,4,,POINT (-73.9753989 40.7454554)
42434969,40.7451792,-73.974743,traffic_signals,4,,POINT (-73.974743 40.7451792)
42434974,40.7444485,-73.973027,traffic_signals,4,,POINT (-73.973027 40.7444485)
42434989,40.8417005,-73.9355668,traffic_signals,3,,POINT (-73.9355668 40.8417005)
42434992,40.8423228,-73.9370346,traffic_signals,4,,POINT (-73.9370346 40.8423228)
42435002,40.8446105,-73.9424729,,3,,POINT (-73.9424729 40.8446105)
42435197,40.8404757,-73.9353154,,3,,POINT (-73.9353154 40.8404757)
42435198,40.8410549,-73.9360373,traffic_signals,4,,POINT (-73.9360373 40.8410549)
42435207,40.8026041,-73.9450492,traffic_signals,4,,POINT (-73.9450492 40.8026041)
42435211,40.8019202,-73.9434351,traffic_signals,4,,POINT (-73.9434351 40.8019202)
42435222,40.8011841,-73.9416979,traffic_signals,4,,POINT (-73.9416979 40.8011841)
42435230,40.800568,-73.9402084,traffic_signals,4,,POINT (-73.9402084 40.800568)
42435231,40.7998895,-73.9386013,traffic_signals,4,,POINT (-73.9386013 40.7998895)
42435234,40.7989421,-73.9363574,traffic_signals,4,,POINT (-73.9363574 40.7989421)
42435237,40.7979434,-73.9339919,traffic_signals,4,,POINT (-73.9339919 40.7979434)
42435240,40.796992,-73.9317474,,4,,POINT (-73.9317474 40.796992)
42435253,40.7705364,-73.9801168,traffic_signals,3,,POINT (-73.9801168 40.7705364)
42435257,40.7711608,-73.9796589,traffic_signals,3,,POINT (-73.9796589 40.7711608)
42435272,40.7755427,-73.9764626,traffic_signals,3,,POINT (-73.9764626 40.7755427)
42435275,40.7762266,-73.975963,traffic_signals,3,,POINT (-73.975963 40.7762266)
42435283,40.7775416,-73.9749993,traffic_signals,3,,POINT (-73.9749993 40.7775416)
42435295,40.7781744,-73.9745417,traffic_signals,3,,POINT (-73.9745417 40.7781744)
42435301,40.7788134,-73.9740803,traffic_signals,3,,POINT (-73.9740803 40.7788134)
42435308,40.7833528,-73.9707756,traffic_signals,3,,POINT (-73.9707756 40.7833528)
42435316,40.7885002,-73.967021,traffic_signals,3,,POINT (-73.967021 40.7885002)
42435317,40.7891218,-73.9665628,traffic_signals,3,,POINT (-73.9665628 40.7891218)
42435319,40.7897447,-73.9661041,traffic_signals,3,,POINT (-73.9661041 40.7897447)
42435323,40.7903702,-73.9656483,traffic_signals,3,,POINT (-73.9656483 40.7903702)
42435328,40.7909985,-73.9651883,traffic_signals,3,,POINT (-73.9651883 40.7909985)
42435331,40.794859,-73.9623766,traffic_signals,3,,POINT (-73.9623766 40.794859)
42435333,40.7954892,-73.9619156,traffic_signals,3,,POINT (-73.9619156 40.7954892)
42435336,40.7967492,-73.960991,traffic_signals,3,,POINT (-73.960991 40.7967492)
42435337,40.7973764,-73.9605349,traffic_signals,3,,POINT (-73.9605349 40.7973764)
42435341,40.7993567,-73.9590861,traffic_signals,3,,POINT (-73.9590861 40.7993567)
42435343,40.7999836,-73.9586275,traffic_signals,3,,POINT (-73.9586275 40.7999836)
42435346,40.8003679,-73.9583313,traffic_signals,3,,POINT (-73.9583313 40.8003679)
42435359,40.8017902,-73.9610669,traffic_signals,4,,POINT (-73.9610669 40.8017902)
42435360,40.8047082,-73.960077,,3,,POINT (-73.960077 40.8047082)
42435362,40.8054325,-73.9598246,,3,,POINT (-73.9598246 40.8054325)
42435380,40.8093981,-73.9572467,,3,,POINT (-73.9572467 40.8093981)
42435387,40.7999664,-73.9469712,traffic_signals,4,,POINT (-73.9469712 40.7999664)
42435388,40.7992916,-73.9453586,traffic_signals,4,,POINT (-73.9453586 40.7992916)
42435392,40.7985684,-73.9436083,traffic_signals,4,,POINT (-73.9436083 40.7985684)
42435395,40.79795,-73.9421243,traffic_signals,4,,POINT (-73.9421243 40.79795)
42435396,40.7972671,-73.9405201,traffic_signals,4,,POINT (-73.9405201 40.7972671)
42435400,40.7953208,-73.9359028,traffic_signals,4,,POINT (-73.9359028 40.7953208)
42435403,40.7943904,-73.9336715,traffic_signals,3,,POINT (-73.9336715 40.7943904)
42435412,40.861142,-73.918927,,4,,POINT (-73.918927 40.861142)
42435415,40.861936,-73.920774,,3,,POINT (-73.920774 40.861936)
42435420,40.748469,-73.992463,traffic_signals,4,,POINT (-73.992463 40.748469)
42435422,40.749101,-73.992006,traffic_signals,4,,POINT (-73.992006 40.749101)
42435435,40.7144791,-73.9995913,,3,,POINT (-73.9995913 40.7144791)
42435451,40.7171177,-73.9985901,traffic_signals,4,,POINT (-73.9985901 40.7171177)
42435456,40.7181633,-73.9979382,traffic_signals,4,,POINT (-73.9979382 40.7181633)
42435470,40.7193363,-73.9972995,traffic_signals,4,,POINT (-73.9972995 40.7193363)
42435477,40.7233679,-73.9957075,traffic_signals,4,,POINT (-73.9957075 40.7233679)
42435491,40.7250181,-73.9948703,traffic_signals,4,,POINT (-73.9948703 40.7250181)
42435497,40.780232,-73.9613628,traffic_signals,4,,POINT (-73.9613628 40.780232)
